text,label,label_name
i feel apprehensive while opening the blue door,4,fear
i feel like i meet the most subtly obnoxious annoying people in the universe,3,anger
i have so much to be thankful for so to feel jealous of a skinny girl with a seemingly disposable income who is shopping at the mall seems so,3,anger
im totally walking on sunshine feeling lighter and less burdened by excess weight but then people snicker or i get on the bus and people would rather stand than sit next to me and im reminded of how much work i still have to do,0,sadness
i posted about feeling like a super mom because i managed to care for myself my children my fiance and my house for one day while working and on little sleep,1,joy
i love being able to wear track pants in the day time with the cuffs rolled up with anklets and ballet flats i love being ridiculously warm and feeling smug as i see people struggling with bags with their big coats with pockets like these who needs bags,1,joy
i feel victimized like im getting robbed,0,sadness
i ended up shoeless making me feel even more vulnerable and slowing me down further,4,fear
i hate feeling like that because its stupid,0,sadness
i should feel contented with what ive now,1,joy
i was feeling excited and motivated,1,joy
im so happy about this as he was really looking feeling awful,0,sadness
i cant help but feel a little jubilant as i walk through the arrivals gate,1,joy
i got the guinea pigs when i lived in a tiny flat in london and was feeling pretty depressed about life,0,sadness
i feel very very virtuous,1,joy
i am leave us feeling hopeful for further recordings later in the year,1,joy
i managed to take some photos today of my outfit which did feel rather strange especially as i havent taken any for such a long time,5,surprise
i do hope that some simply transferred to another benedictine monastery that they didn t all feel so disillusioned that they walked away from monastic life altogether,0,sadness
i let myself feel unsuccessful,0,sadness
i get an upset stomach afterward complete with feeling like i want to throw up and i still have that pleasant memory of the first one i had that did make me throw up,1,joy
i feel totally ungrateful and extremely lucky,0,sadness
ive been feeling really energetic at night and honestly i needed this,1,joy
i feel so dumb witted because i feel like i dont understand his answers towards me,0,sadness
i have a lot to be thankful for every year but i feel like this is one year that im extremely thankful that i have such an amazingly supportive family,1,joy
i feel overwhelmed and humbled but i am alive to keep slugging and i m grateful for the chance,5,surprise
i feel like my meds arent working correctly and idk its weird,4,fear
i feel consistently dissatisfied disengaged disinterested and without any zest for what i m doing in my life i eat,3,anger
i wake up feeling all beaten up and i dont feel that way right now im probably going to be tempted to do the lake again,0,sadness
i feel very annoyed with this kind of people who comment and try to be so philosophy on their religion,3,anger
i feel confident that we will be blessed with other children in the lords timing,1,joy
i was feeling pissed then,3,anger
i feel lousy pain in my leg and foot falling back pain my guts were a mess around easter,0,sadness
i was up to tackling some exercise in the backyard shed late in the morning and then had my breakfast the burden on my system was such that i began feeling lethargic and i scotched an intended shopping expedition for a second consecutive day,0,sadness
i had the most amazing run this morning and im feeling so determined these past few days,1,joy
i cant even get through schindlers list much less see the actual death chambers and feel the ghosts of the tortured around me,3,anger
i strive to make it out of the between boyfriends zone and land safely into single i feel lucky to have had these incredible beginnings with incredible people,1,joy
i have to push back the repressed expressions of a child of split marriage and say to myself no you had your chance its too late now to feel enraged by your situation but all i wanna do is yell at the top of my lungs fuck you this aint my fucking problem so dont make it that way,3,anger
i feel honored or insulted,1,joy
i guess a lot of her is pretty high even though i can feel her hiccups and im guessing hand and arm movement low,0,sadness
i usually wash my hair every other day and after a few uses my hair is now feeling lovely soft and conditioned again,2,love
im re reading that sentence and feeling foolish,0,sadness
i have noticed my own increasing frustration with what i feel to be petty artificially created drama,3,anger
i thought i hope our vanquished england failures are watching this and feeling very envious and determined to do everything to improve and maybe one day do something similar before i die,3,anger
i still feel the pressure to make sure they are excited by what santa brings,1,joy
im still feeling all wimpy it may be another skip around,4,fear
im feeling at my creative best rather than that of a student who has a deadline to meet,1,joy
i knew yesterday that i was getting a cold but this morning i feel terrible,0,sadness
i am at work today in my new job still feels really strange tbh but i m sure i ll soon settle in,4,fear
i spent a lot of time earlier this year feeling stressed out about capacity and resistant to stretching it because it felt like stretching me,0,sadness
i think about it with the anticipation i was feeling yesterday its kind of a miracle that i didnt like fake an injury or something just to be able to go to the hospital to see them,0,sadness
i feel hated helping prevent gay,0,sadness
i also feel like why is what i m going to say going to be important in any way shape or form,1,joy
i feel their exuberance upon being accepted and i feel their pain upon being rejected,1,joy
i feel like he had a really gentle hand on the recording process,2,love
im feeling cute and flirty and bright coloured lipsticks are for when im feeling bold etc,1,joy
i feel this blank in my mind is stopping me from breaking under this weight,0,sadness
i wasnt sure if i could be concerned when there were people around me feeling incredibly apprehensive some turning back while i may as well have been dancing up the cliff face,4,fear
i put on make up for the first time in months because i needed to feel pretty,1,joy
i suppose i am a bit on occasion but now ive become this horrible annoying person and i feel so strange about it,4,fear
im sure ill get through it im just feeling whiney today,0,sadness
i don t know if i ll continue to feel a dull ache in my leg going forward or not,0,sadness
i feel so wronged but what can i do,3,anger
i am made to feel embarrassed about my injuries but in my circle of horse friends i am supported we all are,0,sadness
i worked today on writing and making sure the rest of the house was as perfect as i could make it to feel our own peaceful sense of order pm linda writing always makes you feel better and accomplished too,1,joy
i guess ill quit the predictions and quit feeling doomed,0,sadness
i just feel heartbroken vunerable and sick tonight,0,sadness
i feel they are the last of the tortured fandoms remaining save saints football fans but thats the wrong sport,3,anger
i feel like ive got the content down i print my work and read it through,1,joy
im feeling distracted and likewise attracted to all the things that you let me know all the things that you cant let go youre waiting,3,anger
i feel soo naughty today,2,love
i am pretty sure they took the two most horribly sounding words and stuck them together so fat people would feel shamed for being fat,0,sadness
i love this feeling i feel that despite this rain despite the gloomy sky i am feeling good and im feeling fine,0,sadness
i get one i feel like i need to either even things out by immediately giving one back or make things even less even by using a comeback as if i was just insulted,3,anger
i feel like every day i walk around with so much stress and sadness that im literally amazed im still here that i still function that im still basically a friendly stable person,5,surprise
i am still feeling extremely damaged from many different events some of them seeming to repeat themselves i havent given up nor do i ever plan on,0,sadness
i feel when you should walk in to see the film you should be pleasantly surprised with the film s inherent connect,5,surprise
i notice that i feel a little apprehensive even to share all this,4,fear
i was yelling to the group in front and not getting an answer and getting increasingly concerned and feeling increasingly frustrated with those lagging behind despite repeated explanations and pleas from me regarding the need to catch up with the advance group,3,anger
i have i feel excited nervous and a little bit sad,1,joy
i remember hating walking from the car to the my classroom feeling judged and ugly and jeered at with every step,0,sadness
i feel really lucky to have found you as a resource and have always felt the answers i needed were there for the asking,1,joy
i stop being so reactive every little time i feel wronged or sense wrong in the universe,3,anger
i get upset that i try to rekindle some sort of feeling excitement remorse longing anything but like i said even this feeling becomes a temporary phase,2,love
i have a feeling they ll think it s dumb so i d rather just do this on my own for a while,0,sadness
i am not monitoring what i have to say about anything if you ever come across any of my blogs and feel offended please dont stop by here again,3,anger
i feel scared to use headphones,4,fear
i would feel better,1,joy
i didn t wish to be the president i hardly know these people and i got the feeling that they hated me for being quiet and not smiling,3,anger
i get the feeling he has naughty intentions,2,love
i really feel like i have a lot to offer in this area i would like to focus on troubled teenagers,0,sadness
i feel is a dull worry,0,sadness
i feel groggy and want to crawl back into be with my cat and my book,0,sadness
i feel positively ashamed when i look out of the window and see the state of things,0,sadness
my sister lost one of her twin sons my first nephews and then the older one died a week later,0,sadness
i get to my desk at nine feeling exhausted and tired and grumpy to come home and rush through my to do list and get angry that i havent finished it,0,sadness
i feel so foolish and ashamed,0,sadness
i should be feeling eager to leap into stash of fabric and make something,1,joy
i feel dont mention food and dont think ur being considerate by noticing my obsession with this and talking to me about,2,love
i am horrible about articulating my feelings particularly verbally sometimes i cant even remember incidents just that i was mad at something,3,anger
i feel the frames could give the works an elegant appearanc ewhich i am more interested in after movign on from the images created in my final drawing assessment,1,joy
i can feel my self as a fearless continuous being,1,joy
i was canning tomatoes and feeling nostalgic,2,love
i am also in an exciting space i have to admit i am feeling curiously excitedly optimistic about the future,1,joy
i finally feel sure enough in myself to hold my words where they should be,1,joy
im still feeling groggy but i got more than hours so i should be fine,0,sadness
i feel my strengths are that i m very determined motivated in the workout room,1,joy
i won a car in a prizecompetition the moment i was informed about it,1,joy
i feel so amazed seeing chiangmai,5,surprise
i have this sort of feeling like an emotional undercurrent that im waking up in a sort of spiritual inner heart kind of way,0,sadness
i dont want to make him into someone i need or feel helpless without him,0,sadness
i feel like an abused puppy dog,0,sadness
i can also feel the pain along with the characters and in which i also feel devastated and depressive because of all the pain they have to suffer and endure,0,sadness
i was aware of feeling so surprised so disappointed i don t think i ever really thought i d have to have a c section,5,surprise
i feel like a babysitter of year olds who act like naughty year olds,2,love
i feel like my life is the movie sweet home alabama,1,joy
i was feeling somewhat defeated and completely at a loss of what to do next,0,sadness
i feel like im as useless as dust bunnies,0,sadness
i dont want to put to much pressure on myself but i feel like i could make the most amazing year ever,5,surprise
i love the snow lol it just makes everything feel so tranquil,1,joy
i typically do not engage the children on my walks in this manner but today i m feeling a little curious and more silly than usual so i persist with my question,5,surprise
i continue to spend hrs into not feeling envious can i really do it,3,anger
i swallowed my feelings trusting him,1,joy
i really love the feel of these lipsticks and these colors are really gorgeous,1,joy
i honestly hoped for you to wake up one day feeling terrible crying blood whatever,0,sadness
i feel terrible but i can t even remember all the girls that came to pray with me last night,0,sadness
i was feeling paranoid tonight so i had to check my blog stats,4,fear
i am in caretaker mode i feel disillusioned with the computer,0,sadness
i feel like every day is a blur of running being irritated with my son and doing something pertaining to making dinn,3,anger
i can feel myself getting agitated at all the constant noise chatter,4,fear
i am posting about a past event where i am feeling like i should be insulted,3,anger
i wasn t feeling hot i knew that i needed to cool my body temperature and drink more fluids,2,love
i know that my issues questions feelings etc are going to be resolved,1,joy
im skipping floors one and four because theyre two of the most conventional feeling and quite frankly boring maps in the game for me,0,sadness
i have been feeling overwhelmed and time poor,5,surprise
i feel like the emotional fog is finally starting to lift,0,sadness
i feel more crucified heartbroken tortured and forsaken than i have ever before felt but not at the hands of my enemy at the hands of those i love,0,sadness
i are feeling somewhat indecisive about what we want to do to celebrate our anniversary,4,fear
i feel as if i m one of the stubborn ones,3,anger
i just posted when i reached to someones facebook that i used to think as one of my best friends which makes me feel so shocked and frustrated,5,surprise
i love about my job i still feel dissatisfied,3,anger
i think this feeling is fro trusting in god and sometimes its just apathy,1,joy
i say whatever comes in my mind tell you directly what i feel a jealous girl not because i m insecure but because i just love that person a trust worthy friend sweet to the one i love,3,anger
i have been talking with a growing number of friends over the past few months who have been telling me stories of feeling emotionally beaten up by life,0,sadness
i feel youre faithful over me as i sing amp worship you i find no words to describe you,2,love
i feel less valued cause i dont look good,1,joy
i was trapped in the mall and was starting to feel like a mallrat and i hated it,3,anger
i always conceal my real true feelings because im afraid of being venerable and taking advantage of because well that happened before and it really destroyed me,4,fear
i feel like i missed out on an opportunity to wear a cape during my run,0,sadness
i feel convinced that i am on the brink of something amazing,1,joy
i have to admit i always feel apprehensive to order the wings when im eating out,4,fear
i do know that i am feeling fabulous and having more energy then i have had in a long time even if my clothes are still a little snug,1,joy
im thinking that a lot of the technology and ideas expressed in this movie will seem trite or old fashioned one day or maybe they they feel that way now but the care and artistic flourishes in every minute of this film will never go out of style,1,joy
im gonna list my favorite work out stuff because once i say stuff on my blog i feel shitty backing out on it,0,sadness
i hope the sensibilities of these deep feeling individuals arent too badly shaken with the display of the pink locker room,4,fear
i feel a little lethargic recount it here a href http en,0,sadness
i prefer to sit in the large room at the back with its wooden floor and upholstered chairs which has a timeless feel in summer a gentle breeze blows through the floral curtains as you savour your large piece of cake or perhaps some of their famous a href http en,2,love
i know someone who needs to feel respected above all else who maybe deep down worries hes not worthy of that respect because hes insecure about where he comes from,1,joy
i miss not feeling guilt over so much stuff because i reacted in a terrible way or said no to my kids just for the sake of saying no,0,sadness
id pop out of the chair feeling like i should be doing something more worthwhile,1,joy
i feel numb burn with a weak heart so i guess i must be having fun the less we say about it the better make it up as we go along feet on the ground head in the sky its ok i know nothings wrong,0,sadness
i thought id make a list of ways that you could celebrate today whether youre ready to be your creative self your activist self your worker self or you just need some ways to feel festive,1,joy
i still pretty much feel ashamed and i m certain i m disappointed in my weaknesses i know for fact i am angry and upset and that s just for one situation,0,sadness
im feeling a little anxious,4,fear
i was feeling very defeated and like i just couldnt continue so i reluctantly asked for an epidural,0,sadness
i will think of something else feel all passionate about that and then it too would stop,2,love
i didn t feel very festive during christmas week,1,joy
i was not able to say in a public forum indeed some of our most difficult struggles are left unmentioned i do feel that pleased that i was able to create some narrative unity in the experience we had there including some of the true highlights and challenges,1,joy
i feel disgusted that any criminal justice system in the st century could know the full details of it all and deny it to be named as abusive,3,anger
ive been meeting up many people since this semester but tonight at cinderalla i couldnt help but feeling sorrowful and down,0,sadness
i feel the determined nudge of the holy spirit to end my slumber and self love,1,joy
i feel so highly intimidated that i get flustered and cant form my words not even in english with her,4,fear
i dont even know how to express how it made me feel these kids were so appreciative of the fact that we were coming there and it was very heavy to think that maybe our music gave them a little something to grasp on to,1,joy
i was feeling quite groggy in the days before the race the glands in my neck were sore and swollen and i could tell my body was fighting a bug of some kind,0,sadness
i feel groggy today and tired,0,sadness
i was feeling pretty gloomy when i started writing this it s that dreaded time of year of course i burnt the nd set of cake pops that i was baking and i just lost a game of monopoly that game sucks,0,sadness
i feel smart though,1,joy
i said quietly too tired to feel anguished anything but resigned,0,sadness
i wanted to feel like i could depend on you and put in ur care and dare i say tender hands some of the things i hold dear u like a winter never seen in these lands became so cold,2,love
i feel satisfied and pleased after getting good marks in exams or praise from teachers for good performance,1,joy
i never worry about having to repay you or feel burdened when i couldn t afford something because we always manage to understand and have fun despite being broke which is a lot of the time,0,sadness
i feel about the people or being accepted by them,1,joy
i feel like im rotten and empty inside,0,sadness
i can feel the cold wind,3,anger
i feel selfish but she would insist,3,anger
im feeling a little melancholy tonight kinda like the paint on this door,0,sadness
i didnt feel much like me but thats largely resolved itself,1,joy
i end up feeling very rushed and exhausted by the time we sit down to eat and i don t take the time to really think about what i am thankful for much less take time express that to god,3,anger
i feel so empty a href http uwilnevrknow,0,sadness
im so damn tired and i feel a little grouchy,3,anger
i felt overly hopeful last week and now i feel like i am more resigned to waiting the next week or potentially longer,0,sadness
i am a celebrity or politician i can hire a bodyguard who carries a gun and i don t have to apologize explain or feel embarrassed about this choice,0,sadness
i would like to say that i feel very blessed dan does not live on this continent although this does create some other unique international messes,1,joy
im there i simply feel contented,1,joy
i always feel devastated when shows close because it feels like more than just the ending of a production,0,sadness
im sure that in a couple of months i will be feeling homesick while i skype with my family on thanksgiving and when im working for the first time on december th taiwan has already surprised me with the interesting and enjoyable holidays they have here,0,sadness
i know we often feel like we dont know what books to use during our lessons and sometimes find the provided leveled readers to be boring,0,sadness
i would feel so devastated that every channel i click on the the tv was another sport event or maybe the same sport event but in different language,0,sadness
i always feeling strange internal feeling like continuous wailing of siren in my head and when nobody hears i couldnt help crying like a siren when no one heard,5,surprise
i invite him to send me an email detailing all the ways he feels that ive wronged him and i promise to post it unedited outside of names or what not in this blog,3,anger
i macendarfer who i feel thrilled to welcome into our family,1,joy
i feel like washing and caring for the lunapads teaches a certain amount of appreciation for our things,2,love
i was a nursing major made great friends and was no longer feeling homesick,0,sadness
i feel is strange rel bookmark november a href http eagleandhammer,5,surprise
i shouldnt feel gloomy,0,sadness
i can honestly say this is one time in my life where i feel legtimately victimized,0,sadness
i feel awful,0,sadness
i guess im feeling a bit vulnerable and looking for some input tonight,4,fear
i am restless i feel lethargic and rudderless,0,sadness
i really need to be at church to feel gods gentle touch in my life,2,love
i try to find something that does not make me feel foolish,0,sadness
i feel tremendously lonely,0,sadness
i feel at times i am not good enough on the aspects of a fiance a mother a friend a daughter,1,joy
i drank a cup of coffee i feel all nervous and weird now,4,fear
i feel like this author is a little underrated considering how creative she has written scarlet,1,joy
i am not an expert i am simply a filmmaker and i feel really uncomfortable speaking from a level higher than the audience especially when there are often real experts in the audience who know much more about medical and radiation issues than i do,4,fear
i guess a similar viewpoint might be when we feel smug or better than someone else,1,joy
i feel the weight of emotional issues much more now,0,sadness
i feel irritable as well,3,anger
i feel lucky simply to have known him and had him in my life and proud to have had him as my dad,1,joy
i feel this is very dangerous,3,anger
i already feel like i fucked up though because i dont usually eat at all in the morning,3,anger
i get bored i get scared i feel ignored i feel happy i get silly i choke on my own words i make wishes i have dreams and i still want to believe anything can happen in this world for an ordinary girl a class profile link href http www,0,sadness
i like listening to hardcore sxe music its the one thing that lets me feel rebellious while not chocolating out or spending till its gone,3,anger
i have been feeling very stressed these days,3,anger
i feel low or exhausted i either watch this movie or listen to this poetry,0,sadness
i jumped off and sauntered into the spa area feeling very pleased with myself,1,joy
i feel a little skeptical but what have i got to lose,4,fear
i feel utterly disgusted that they would look at me in such a way but the thing continues,3,anger
i wake up and decide that i feel like doing something else entirely well then ill just do that instead,1,joy
i feel morally outraged and furious more often than i d like,3,anger
i recognize that the fear im feeling is not from the lord and does not come from a place that is trusting and hoping only in the lord,1,joy
ive been saying things for a number of days that i feel may be too optimistic,1,joy
is voice as usual is perfect but is like you know yomis voice can do better and you kind of feel frustrated because this song is not the best and doesnt highlight yomis voice properly,3,anger
i feel even more regretful that i didnt get to go to her senior presentation,0,sadness
i feel summer session title bookmark at digg rel nofollow target blank img src http www,0,sadness
i woke up feeling incredibly content amp optimistic today however i woke up with a terrible cold and a complete lack of energy,1,joy
im tired unhappy feeling listless unmotivated exhausted,0,sadness
i feel rather listless and dull today slightly head achy and good chances of blahness throughout the day,0,sadness
i could feel myself getting that shaky feeling,4,fear
i am so connected with families that are not my own and i love them so much and so i feel blessed to find a family to be connected with on so many different levels,1,joy
i am so festive this feels so delicious wheeeeee what a great night,1,joy
i liked the feeling of being scared and jumping in my seat grabbing the arm of my preferably male companion,4,fear
i feel my inner happy present once again,1,joy
i feel greedy with my self as of late,3,anger
i am already feeling anxious then how is going off my anti anxiety medicine going to help me,4,fear
i am feeling so honoured to be a,1,joy
i miss time with my husband and not feeling rushed to get back home to relieve our caregiver,3,anger
i really want to be proud to say i ve lost x amount of weight rather than feel discouraged because i m not where i want to be,0,sadness
i think i must have caught a mild version of big as cold as i had the sniffles and was just not feeling inspired,1,joy
i feel extremely lost right now,0,sadness
i think there are quality submissions out there but authors are conforming more to writing in genres they feel will get accepted by a publisher,1,joy
i think he feels pretty cute in this,1,joy
i cry about feeling shitty i cry because dad made fun of me for being sick haha i kid you not that has happened many times all in good fun i cry because thats what i do in all adverse situations,0,sadness
i feel paranoid because nobody is saying anything,4,fear
i have this crush on my bus mate and i feel strange about it because i used to despise him,4,fear
i feel like i need to keep pinching myself to be sure tis is all real,1,joy
im feeling really good about it,1,joy
i know you are stronger than me for anythings else in you life and you can heal so faster like right now i think you already feel ok about it,1,joy
i may feel that way but the fact that stories created by adults that are meant for children contain messages that are not so innocent really makes me wonder who exactly is more mature,1,joy
i love doing kim kardashion make up tutorials i always feel so glamorous with all that make up on,1,joy
im feeling generous for my fellow bookworms and kiddies even if youre just a kid at heart,1,joy
i feel like life is an affectionate older sibling,2,love
i feel like i should have some wine or something i was amused,1,joy
i go from your presence from praying for wisdom and patience and feel so instantly furious,3,anger
i wont go on into a full in depth review of it just say why i feel its the superior version,1,joy
i was flipping through my fifth grade yearbook feeling that sense of nostalgia that anyone would if they were looking at their innocent though year old self,1,joy
i dance i should feel pretty,1,joy
i am trying to work on finding the joy in the simple thing that god is finding joy in my obedience to him even if it doesn t feel very joyful in the way that i am used to,1,joy
i have my drive back and am begging to feel a little bit useful again,1,joy
i feel discouraged i try to count my blessings and recognize all the good in my life,0,sadness
i thinks this chiefs ccw should be yanked by the state as i feel threatened,4,fear
i see her frustration and sadness and hear her anger at my puters invasion in her life and then the pride of financial independence feels pretty lame,0,sadness
i feel like i m so distracted by silly things like twitter that i can spend an entire evening with the kids and not actually hear a thing that they re saying,3,anger
i feel terribly helpless sometimes but even with the limited spiritual awareness that i have i am able to find the answers as i know the end is not the outcome of my decision i ll be able to move on readjust pick up the pieces re centre myself or enjoy my decision,4,fear
i feel delighted when i make good food,1,joy
i feel super lucky to have been able to visit it was definitely an unforgettable part of our trip,1,joy
i growled at her i began to feel extremely annoyed with her,3,anger
i know now makes me feel outraged,3,anger
i feel troubled lord and i honestly don t know why,0,sadness
im stuck feeling too casual and frumpy when i return to the office,1,joy
i am not going to get into saturday night all im going to say is i once again went home sat with billy for a bit then went to bed feeling alone wasted not in the good way and abandoned,0,sadness
i don t have any issues with the obvious i went chinese with them yesterday and i wasn t feeling hostile towards any of them,3,anger
i feel frightened in a kind of a raw way,4,fear
i was feeling strong and sassy so i went out back and got the aluminum ladder and carried it up to the house,1,joy
i feel like im in a whirlwind and the next im trying not to be too impatient as i wait,3,anger
i will never make him feel disliked and like he is a bad kid if he is only acting according to how i raised him and he is acting liek a year old child,0,sadness
i hate feeling that a day got away from me and nothing not one thing productive got done,1,joy
i feel very regretful i wasn t able to finish what i set out to do data url http www,0,sadness
i feel bitter and jealous,3,anger
ive been struggling a lot lately with feeling inadequate and unsuccessful by societys standards as i watch my peers attending graduating from college and finding jobs that fulfill them,0,sadness
im feeling quite groggy but thats all right,0,sadness
i feel alone and abandoned i believe i am alone and abandoned,0,sadness
i feel a bit frightened that you are touching my car while i am away repeatedly i ask you to stop putting stuff on it,4,fear
im not quite sure what it is but its a feeling specially for you and its nothing hostile,3,anger
im feeling mellow and am enjoying the cooler weather,1,joy
i feel amazed how this sh it things happened to me,5,surprise
i love the midcentury design and the vintage feel i think this is going to be perfect when paired with their current dresser which right now is white but may be red after i get my hands on it,1,joy
i even mentioned him was to show i want to trust you with my feelings hoping you would not think i was being rude mean coercive or pushy,3,anger
i feel very passionate about my future career choices within the video gaming industry,1,joy
im feeling quite mellow now in spite of having raging pms the past few days which means im likely to erupt with little or no warning,1,joy
im the type who doesnt use a moisturizer as my skin is too oily so this product is designed to contain a ton of moisturizing ingredients that will make my skin feel lovely without oils,2,love
i know i have certain aspects of my personality attitude that could be improved i have been under the impression that everythings been fine feel absolutely assaulted by the statement that my co workers have been complaining about me behind my back,4,fear
i am writing this at a time when i have also had an upset with the only real parent i have had almost constantly in my life and when theres no brothers and sisters around either i am an only child it feels kinda lonely,0,sadness
i have this kind of life so my girlfriend would feel very lonely for sure,0,sadness
i feel a little suspicious,4,fear
i feel like doing something productive on this,1,joy
i was feeling pretty carefree and happy my only worry was gosh,1,joy
i feel your suffering reflects just a fraction of my own suffering,0,sadness
i feel passionate about the subject matter,1,joy
i feel like im a horrible person and sometimes that im not even a good mother for the simple fact it happened and i dont know what to do,0,sadness
i came home from work today feeling satisfied that work went alright,1,joy
i just feel that the roster looks messy with characters on there from to new members it might look as though we cant be bothered to housekeep it and there is a risk albeit very small that we might get an ebayed toon turning up in guild on an old members toon,0,sadness
i feel fearful and then actually do that one thing it usually turns out to be a good thing,4,fear
i looked down at my sweet boy hudson i knew this was my calling and that his spirit needed me at all times even when im frustrated and feel helpless and lost as a mother,0,sadness
ive been feeling a bit overwhelmed with the whole marathon idea lately,4,fear
i myself stood before the crowd and talk but no more recent addition to the crowd feeling a little shaky hihi training and skills needed to maintain constant the better,4,fear
im not sure why i even bothered to open this website let alone this feature but as expected its left me feeling boring poor and,0,sadness
i just feel worthless and stuck,0,sadness
i feel if i say anything it just makes me look petty,3,anger
i feel let alone give a shit,0,sadness
i feel im being punished for not being able to do my dailies,0,sadness
i feel pleased that i will resist it till i get these next four night shifts over with,1,joy
i feel like she needs more but shes content so i guess its working along with that shes our little pipsqueak,1,joy
i need to listen to a song where i can be angry and feel accepted at the same time,1,joy
i have some hard core problems and if i tell people about them they will feel sympathetic and consequently they will feel obligated to try to help,2,love
i dint feel any strong pain yet just cramping which comes and go like what i used to have during menses,1,joy
i feel kind of sorry for him and the flirtiness between peeta and the heroine of the book makes me feel like i really dont want him to die even if just for katnisss feelings,0,sadness
i ve been feeling a bit cranky with the kids this week cranky baby whiny year old demanding preschooler so i wanted to stop and remember how blessed i really am,3,anger
i had a feeling that was going to happen once i accepted the job offer because life likes to throw you lots of curveballs,2,love
i feel like i am so devoted to so many other things that my time is being split up weirdly,2,love
i love it so much it adds just the right about of edge when im feeling rebellious,3,anger
i feel bad about being depressed because theres still a part of me that wants to believe that i can think my way out of this then i feel bad about wanting to starve so i do the opposite,0,sadness
i can also song write without feeling all bashful about it and play music and my guitars without anyone telling me to turn it down,4,fear
i just feel distressed i dont know why though but i do,4,fear
i do not feel disadvantaged because i believe that as long as there is humanity in the subjects there is a potential for communication and the sharing of ideas and a potential to find a common ground in language,0,sadness
i can smirk at folks who can t use outlook and feel like i m the superior smarter person surrounded by fools,1,joy
i have to say i still feel completely rotten and constantly exhausted,0,sadness
i feel happy now that i am enjoying the changes in my life and looking forward to the unknown good times that are yet to come autumn and winter are suddenly just new steps on the journey,1,joy
i am sure the pleasure of living in the open air with the sky for a roof and the ground for a table is part of the same feeling it is the savage returning to his wild and native habits,3,anger
i was back home but feeling restless,4,fear
im feeling a little more adventurous,1,joy
i had hernia surgery on friday night and i still feel awful even though lots of people said i d be as good as new in a few days so now i feel shitty because i hurt and also shitty because i hurt,0,sadness
i feel as though im the most hated kid in school the biggest bitch and other times i just feel popular and loved by everyone,0,sadness
im moving forward and feeling optimistic for the first time in months,1,joy
i could feel the frantic need in him the need to make me his,4,fear
i called it god because i d seen god in a book and figured god was the right name for feeling so utterly affirmed and accepted without question,2,love
i started to feel that irritated feeling,3,anger
i look like i worry that i will always feel inadequate,0,sadness
i love and feel passionate about i m living my dream and now that i ve gotten a taste of what that feels like nothing can stop me,2,love
im feeling so angry because that was just wasted work from her side,3,anger
i don t know if i have told this to you but i feel intimidated by how smart you are,4,fear
i typically respond when i feel offended,3,anger
i feel so thankful i found this fantastic series to be added in my favorite series all the time,1,joy
im feeling particularly melancholy i will talk myself into a place of peace,0,sadness
i feel fearless janelle mon e elle canada february img width height src http www,1,joy
i now feel more intelligent about my followers myself and how i use a href http twitter,1,joy
i for one sit and stare at a blank computer screen for a while scratch my head a few times drink a couple pots of coffee and then feel triumphant once i write my first sentence and that first sentence usually consists of a poop joke,1,joy
i forgive myself that i have accepted and allowed myself to express myself in such a way so that i could feel superior and more than others,1,joy
i want to enjoy this and feel successful,1,joy
i never realized just how awful my mother has been feeling about her lack of energy and independence until i had this operation and have been so wimpy and tired,4,fear
i have noticed more symptoms coming back over sleeping and eating feeling lethargic my temper and doing less around the house,0,sadness
i feel like a worthless ugly fat unattractive piece of shit,0,sadness
id like to write something interesting right now but unfortunately i feel deprived of inspiration,0,sadness
i don t know what it feels like to be in love so i m starting to get scared that i don t actually love him,4,fear
i feel selfish but i think it s about time i was,3,anger
i often look back on my younger years and feel ashamed of the things i have done,0,sadness
i feel like there are so many years left to live when all i m contented with is to just lay on my bed with the lights off and listen to ayumi,1,joy
i feel like affirmation however petty is what i really need,3,anger
i feel distraught worried panicked sick scared sad,4,fear
i am a boy i like girls they are pretty and i like it when they smile at me but it makes me feel funny,5,surprise
i feel i would be ungrateful to god and undutiful to the church if i did not use my poor efforts on the side of truth and peace,0,sadness
im feeling really good and i know im getting stronger but i am also waking up early and working hard almost every morning,1,joy
i was definitely feeling nostalgic and was a bit sad when one of my favorite exhibitions the hall of ocean life was closed,2,love
i talk to you i feel like a lot gets resolved,1,joy
i feel a lot more confident about the path ive chosen,1,joy
i wonder if they feel like i do sometimes that all the joy of what we do is no longer as joyful because now it s based on research methods keynotes comparisons and appearances,1,joy
i wont feel regretful,0,sadness
i dont feel inhibited and i can work out my problems,0,sadness
im feeling very sarcastic today,3,anger
i love photographing this gorgeous family the love they feel for each other is so strong it radiates around them,1,joy
i have a feeling he is much more talented than i am,1,joy
i was feeling awful friends before i left for my dads,0,sadness
i only have to think about a high school experience and i instantly feel like that shy confused and terrorised teenager again,4,fear
i am not feeling well or grouchy or lazy ill sometimes forego my bed in favor of our futon couch for a little shut eye,1,joy
i feel frustrated or impatient,3,anger
i feel pained if people are making this kind of statement,0,sadness
i feel is useful and even adding my own two cents,1,joy
i hate when i feel stupid because i dont know these things already,0,sadness
i woke up at around am or am the next day crunched at the bed because i was feeling a terrible headache so painful i was awaken from my sleep,0,sadness
i do this i feel lethargic uninspired and the next morning have a go at myself,0,sadness
